gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,distance,schoolStatsLink
6373,Glen Park Elementary School,public,K-5,344.0,4.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"151 Lippard Avenue, 
San Francisco, CA  94131",(415) 469-4713,(415) 337-6942,www.glenparkschool.org,63441005618.0,37.733109999999996,-122.43608,https://www.greatschools.org/california/san-francisco/6373-Glen-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6373-Glen-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6373-Glen-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.45,https://www.greatschools.org/california/san-francisco/6373-Glen-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6375,Grattan Elementary School,public,K-5,395.0,8.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"165 Grattan Street, 
San Francisco, CA  94117",(415) 759-2815,(415) 759-2803,http://www.grattanschool.org/,63441005620.0,37.76386,-122.45052,https://www.greatschools.org/california/san-francisco/6375-Grattan-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6375-Grattan-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6375-Grattan-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.02,https://www.greatschools.org/california/san-francisco/6375-Grattan-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6376,Guadalupe Elementary School,public,K-5,451.0,3.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"859 Prague Street, 
San Francisco, CA  94112",(415) 469-4718,(415) 469-4066,https://guadalupees-sfusd-ca.Schoolloop.com/,63441005621.0,37.710438,-122.43441000000001,https://www.greatschools.org/california/san-francisco/6376-Guadalupe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6376-Guadalupe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6376-Guadalupe-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.08,https://www.greatschools.org/california/san-francisco/6376-Guadalupe-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6377,Harte (Bret) Elementary School,public,K-5,178.0,1.0,3.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1035 Gilman Avenue, 
San Francisco, CA  94124",(415) 330-1520,(415) 330-1555,http://www.Sfbretharte.org/,63441005591.0,37.71861,-122.38888999999999,https://www.greatschools.org/california/san-francisco/6377-Harte-(Bret)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6377-Harte-(Bret)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6377-Harte-(Bret)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.16,https://www.greatschools.org/california/san-francisco/6377-Harte-(Bret)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6378,Hoover (Herbert) Middle School,public,6-8,977.0,6.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"2290 14th Avenue, 
San Francisco, CA  94116",(415) 759-2783,(415) 759-2881,https://hhms-sfusd-ca.Schoolloop.com/,63441005624.0,37.74535,-122.47031000000001,https://www.greatschools.org/california/san-francisco/6378-Hoover-(Herbert)-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6378-Hoover-(Herbert)-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6378-Hoover-(Herbert)-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,0.83,https://www.greatschools.org/california/san-francisco/6378-Hoover-(Herbert)-Middle-School/?utm_source=GSAPI&utm_medium=referral
6379,Hillcrest Elementary School,public,K-5,462.0,4.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"810 Silver Avenue, 
San Francisco, CA  94134",(415) 469-4722,(415) 469-4067,https://hillcrestes-sfusd-ca.Schoolloop.com/,63441005625.0,37.729027,-122.41923999999999,https://www.greatschools.org/california/san-francisco/6379-Hillcrest-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6379-Hillcrest-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6379-Hillcrest-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.15,https://www.greatschools.org/california/san-francisco/6379-Hillcrest-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6384,Jefferson Elementary School,public,K-5,511.0,8.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1725 Irving Street, 
San Francisco, CA  94122",(415) 759-2821,(415) 759-2806,http://myjefferson.com/,63441005631.0,37.763554,-122.47635,https://www.greatschools.org/california/san-francisco/6384-Jefferson-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6384-Jefferson-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6384-Jefferson-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.87,https://www.greatschools.org/california/san-francisco/6384-Jefferson-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6385,Key (Francis Scott) Elementary School,public,K-5,531.0,9.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1530 43rd Avenue, 
San Francisco, CA  94122",(415) 759-2811,(415) 759-2810,http://www.francisscottkeyschool.org/,63441005609.0,37.758156,-122.50249,https://www.greatschools.org/california/san-francisco/6385-Key-(Francis-Scott)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6385-Key-(Francis-Scott)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6385-Key-(Francis-Scott)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.07,https://www.greatschools.org/california/san-francisco/6385-Key-(Francis-Scott)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6386,King Jr. (Martin Luther) Academic Middle School,public,6-8,509.0,4.0,3.0,San Francisco,CA,717,San Francisco Unified School District,634410,"350 Girard Street, 
San Francisco, CA  94134",(415) 330-1500,(415) 468-7295,http://mlk-sfusd-ca.Schoolloop.com/,63441005655.0,37.727947,-122.40491000000002,https://www.greatschools.org/california/san-francisco/6386-King-Jr.-(Martin-Luther)-Academic-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6386-King-Jr.-(Martin-Luther)-Academic-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6386-King-Jr.-(Martin-Luther)-Academic-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.02,https://www.greatschools.org/california/san-francisco/6386-King-Jr.-(Martin-Luther)-Academic-Middle-School/?utm_source=GSAPI&utm_medium=referral
6387,Lafayette Elementary School,public,K-5,543.0,9.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"4545 Anza Street, 
San Francisco, CA  94121",(415) 750-8483,(415) 750-8472,https://lafayette-sfusd-ca.Schoolloop.com/,63441005637.0,37.777607,-122.49688,https://www.greatschools.org/california/san-francisco/6387-Lafayette-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6387-Lafayette-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6387-Lafayette-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.73,https://www.greatschools.org/california/san-francisco/6387-Lafayette-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6388,Lakeshore Alternative Elementary School,public,K-5,487.0,4.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"220 Middlefield Drive, 
San Francisco, CA  94132",(415) 759-2825,(415) 753-8312,www.lakeshoreelementary.org,63441005638.0,37.730602000000005,-122.48615,https://www.greatschools.org/california/san-francisco/6388-Lakeshore-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6388-Lakeshore-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6388-Lakeshore-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.54,https://www.greatschools.org/california/san-francisco/6388-Lakeshore-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6389,Lau (Gordon J.) Elementary School,public,K-5,664.0,7.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"950 Clay Street, 
San Francisco, CA  94108",(415) 291-7921,(415) 291-7952,https://gjles-sfusd-ca.Schoolloop.com/,63441005599.0,37.79398,-122.40868,https://www.greatschools.org/california/san-francisco/6389-Lau-(Gordon-J.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6389-Lau-(Gordon-J.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6389-Lau-(Gordon-J.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.67,https://www.greatschools.org/california/san-francisco/6389-Lau-(Gordon-J.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6390,Lawton Alternative Elementary School,public,K-8,601.0,10.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1570 31st Avenue, 
San Francisco, CA  94122",(415) 759-2832,(415) 759-2842,https://lawton-sfusd-ca.Schoolloop.com/,63441005639.0,37.757954,-122.48958,https://www.greatschools.org/california/san-francisco/6390-Lawton-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6390-Lawton-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6390-Lawton-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,0.81,https://www.greatschools.org/california/san-francisco/6390-Lawton-Alternative-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6392,Lick (James) Middle School,public,6-8,599.0,2.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1220 Noe Street, 
San Francisco, CA  94114",(415) 695-5675,(415) 695-5360,http://www.jameslickptsa.org/,63441005629.0,37.749542,-122.43175,https://www.greatschools.org/california/san-francisco/6392-Lick-(James)-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6392-Lick-(James)-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6392-Lick-(James)-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.68,https://www.greatschools.org/california/san-francisco/6392-Lick-(James)-Middle-School/?utm_source=GSAPI&utm_medium=referral
6394,Lilienthal (Claire) Elementary School,public,K-8,678.0,10.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"3630 Divisadero Street, 
San Francisco, CA  94123",(415) 749-3516,(415) 749-3431,ClaireLilienthal.org,63441007841.0,37.803191999999996,-122.4435,https://www.greatschools.org/california/san-francisco/6394-Lilienthal-(Claire)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6394-Lilienthal-(Claire)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6394-Lilienthal-(Claire)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.83,https://www.greatschools.org/california/san-francisco/6394-Lilienthal-(Claire)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6395,Lincoln (Abraham) High School,public,9-12,2046.0,8.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"2162 24th Avenue, 
San Francisco, CA  94116",(415) 759-2700,(415) 566-2224,http://www.lincolnhigh.net/,63441005581.0,37.747257,-122.48132,https://www.greatschools.org/california/san-francisco/6395-Lincoln-(Abraham)-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6395-Lincoln-(Abraham)-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6395-Lincoln-(Abraham)-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.62,https://www.greatschools.org/california/san-francisco/6395-Lincoln-(Abraham)-High-School/?utm_source=GSAPI&utm_medium=referral
6396,Longfellow Elementary School,public,K-5,570.0,4.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"755 Morse Street, 
San Francisco, CA  94112",(415) 469-4730,(415) 469-4068,https://longfellow-sfusd-ca.Schoolloop.com/,63441005641.0,37.71046,-122.44769,https://www.greatschools.org/california/san-francisco/6396-Longfellow-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6396-Longfellow-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6396-Longfellow-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,0.13,https://www.greatschools.org/california/san-francisco/6396-Longfellow-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6397,Lowell High School,public,9-12,2685.0,10.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1101 Eucalyptus Drive, 
San Francisco, CA  94132",(415) 759-2730,(415) 759-2742,http://www.sfusd.edu/en/schools/school-information/lowell.html,63441005643.0,37.731045,-122.48355,https://www.greatschools.org/california/san-francisco/6397-Lowell-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6397-Lowell-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6397-Lowell-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.41,https://www.greatschools.org/california/san-francisco/6397-Lowell-High-School/?utm_source=GSAPI&utm_medium=referral
6398,Malcolm X Academy,public,K-5,85.0,3.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"350 Harbor Road, 
San Francisco, CA  94124",(415) 695-5950,(415) 647-1647,https://malcolmx-sfusd-ca.Schoolloop.com/,63441005669.0,37.733734000000005,-122.38061,https://www.greatschools.org/california/san-francisco/6398-Malcolm-X-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6398-Malcolm-X-Academy/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6398-Malcolm-X-Academy/?utm_source=GSAPI&utm_medium=referral#Reviews,3.07,https://www.greatschools.org/california/san-francisco/6398-Malcolm-X-Academy/?utm_source=GSAPI&utm_medium=referral
6399,Buena Vista/ Horace Mann K-8,public,K-8,557.0,3.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"3351 23rd Street, 
San Francisco, CA  94110",(415) 695-5881,(415) 282-7869,http://www.wearebvhm.com/,63441005626.0,37.753716,-122.41973999999999,https://www.greatschools.org/california/san-francisco/6399-Buena-Vista--Horace-Mann-K-8/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6399-Buena-Vista--Horace-Mann-K-8/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6399-Buena-Vista--Horace-Mann-K-8/?utm_source=GSAPI&utm_medium=referral#Reviews,2.31,https://www.greatschools.org/california/san-francisco/6399-Buena-Vista--Horace-Mann-K-8/?utm_source=GSAPI&utm_medium=referral
6400,Marina Middle School,public,6-8,779.0,7.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"3500 Fillmore Street, 
San Francisco, CA  94123",(415) 749-3495,(415) 921-7539,https://mms-sfusd-ca.Schoolloop.com/,63441005645.0,37.80167,-122.43636000000001,https://www.greatschools.org/california/san-francisco/6400-Marina-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6400-Marina-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6400-Marina-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.16,https://www.greatschools.org/california/san-francisco/6400-Marina-Middle-School/?utm_source=GSAPI&utm_medium=referral
6403,Marshall Elementary School,public,K-5,251.0,3.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1575 15th Street, 
San Francisco, CA  94103",(415) 241-6280,(415) 241-6547,https://marshall-sfusd-ca.Schoolloop.com,63441005646.0,37.766678000000006,-122.41909,https://www.greatschools.org/california/san-francisco/6403-Marshall-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6403-Marshall-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6403-Marshall-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.04,https://www.greatschools.org/california/san-francisco/6403-Marshall-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6404,Marshall (Thurgood) High School,public,9-12,638.0,3.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"45 Conkling Street, 
San Francisco, CA  94124",(415) 695-5612,(415) 285-5438,http://www.thurgoodmarshallphoenix.org/,63441003976.0,37.735718,-122.40188,https://www.greatschools.org/california/san-francisco/6404-Marshall-(Thurgood)-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6404-Marshall-(Thurgood)-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6404-Marshall-(Thurgood)-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.27,https://www.greatschools.org/california/san-francisco/6404-Marshall-(Thurgood)-High-School/?utm_source=GSAPI&utm_medium=referral
6406,Mccoppin (Frank) Elementary School,public,K-5,218.0,7.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"651 Sixth Avenue, 
San Francisco, CA  94118",(415) 750-8475,(415) 750-8474,https://fmes-sfusd-ca.Schoolloop.com/,63441005611.0,37.776283,-122.46401000000002,https://www.greatschools.org/california/san-francisco/6406-Mccoppin-(Frank)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6406-Mccoppin-(Frank)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6406-Mccoppin-(Frank)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.62,https://www.greatschools.org/california/san-francisco/6406-Mccoppin-(Frank)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6407,McKinley Elementary School,public,K-5,384.0,7.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1025 14th Street, 
San Francisco, CA  94114",(415) 241-6300,(415) 241-6548,https://mckinley-sfusd-ca.Schoolloop.com/,63441005647.0,37.767227,-122.43659,https://www.greatschools.org/california/san-francisco/6407-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6407-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6407-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.07,https://www.greatschools.org/california/san-francisco/6407-McKinley-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6408,Milk (Harvey) Civil Rights Elementary School,public,K-5,238.0,2.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"4235 19th Street, 
San Francisco, CA  94114",(415) 241-6276,(415) 241-6545,https://hmes-sfusd-ca.schoolloop.com/,63441005601.0,37.759147999999996,-122.43633999999999,https://www.greatschools.org/california/san-francisco/6408-Milk-(Harvey)-Civil-Rights-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6408-Milk-(Harvey)-Civil-Rights-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6408-Milk-(Harvey)-Civil-Rights-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.58,https://www.greatschools.org/california/san-francisco/6408-Milk-(Harvey)-Civil-Rights-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6409,Miraloma Elementary School,public,K-5,390.0,8.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"175 Omar Way, 
San Francisco, CA  94127",(415) 469-4734,(415) 469-4069,http://www.miralomasf.com/,63441005648.0,37.739307000000004,-122.45021000000001,https://www.greatschools.org/california/san-francisco/6409-Miraloma-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6409-Miraloma-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6409-Miraloma-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.77,https://www.greatschools.org/california/san-francisco/6409-Miraloma-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6410,Mission Education Center,public,K-5,131.0,1.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"1670 Noe Street, 
San Francisco, CA  94131",(415) 695-5313,(415) 695-5339,https://mec-sfusd-ca.Schoolloop.com/,63441005649.0,37.742283,-122.43106,https://www.greatschools.org/california/san-francisco/6410-Mission-Education-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6410-Mission-Education-Center/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6410-Mission-Education-Center/?utm_source=GSAPI&utm_medium=referral#Reviews,0.82,https://www.greatschools.org/california/san-francisco/6410-Mission-Education-Center/?utm_source=GSAPI&utm_medium=referral
6411,Mission High School,public,9-12,1058.0,2.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"3750 18th Street, 
San Francisco, CA  94114",(415) 241-6240,(415) 626-1641,http://www.missionhs.org/,63441005650.0,37.761402000000004,-122.42728000000001,https://www.greatschools.org/california/san-francisco/6411-Mission-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6411-Mission-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6411-Mission-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.35,https://www.greatschools.org/california/san-francisco/6411-Mission-High-School/?utm_source=GSAPI&utm_medium=referral
6412,Monroe Elementary School,public,K-5,511.0,5.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"260 Madrid Street, 
San Francisco, CA  94112",(415) 469-4736,(415) 469-4070,www.monroelementaryschool.com,63441005651.0,37.725224,-122.43012,https://www.greatschools.org/california/san-francisco/6412-Monroe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6412-Monroe-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6412-Monroe-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.94,https://www.greatschools.org/california/san-francisco/6412-Monroe-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6413,Moscone (George R.) Elementary School,public,K-5,370.0,5.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"2576 Harrison Street, 
San Francisco, CA  94110",(415) 695-5736,(415) 695-5341,https://moscone-sfusd-ca.Schoolloop.com,63441005615.0,37.756240000000005,-122.4123,https://www.greatschools.org/california/san-francisco/6413-Moscone-(George-R.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6413-Moscone-(George-R.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6413-Moscone-(George-R.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.78,https://www.greatschools.org/california/san-francisco/6413-Moscone-(George-R.)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6414,Muir (John) Elementary School,public,K-5,265.0,4.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"380 Webster Street, 
San Francisco, CA  94117",(415) 241-6335,(415) 431-9938,https://johnmuir-sfusd-ca.Schoolloop.com/,63441005633.0,37.77369,-122.42908999999999,https://www.greatschools.org/california/san-francisco/6414-Muir-(John)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6414-Muir-(John)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6414-Muir-(John)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,0.66,https://www.greatschools.org/california/san-francisco/6414-Muir-(John)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6415,New Traditions Elementary School,public,K-5,260.0,9.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"2049 Grove Street, 
San Francisco, CA  94117",(415) 750-8490,(415) 750-8479,http://www.newtraditionssf.com,63441005652.0,37.77431,-122.45031999999999,https://www.greatschools.org/california/san-francisco/6415-New-Traditions-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6415-New-Traditions-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6415-New-Traditions-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.22,https://www.greatschools.org/california/san-francisco/6415-New-Traditions-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6417,O'connell (John) High School,public,9-12,319.0,2.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"2355 Folsom Street, 
San Francisco, CA  94110",(415) 695-5370,(415) 695-5379,http://www.sfusd.edu/schwww/sch651/,63441007350.0,37.759632,-122.41468,https://www.greatschools.org/california/san-francisco/6417-O'connell-(John)-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6417-O'connell-(John)-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6417-O'connell-(John)-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.22,https://www.greatschools.org/california/san-francisco/6417-O'connell-(John)-High-School/?utm_source=GSAPI&utm_medium=referral
6418,Ortega (Jose) Elementary School,public,K-5,393.0,7.0,5.0,San Francisco,CA,717,San Francisco Unified School District,634410,"400 Sargent Street, 
San Francisco, CA  94132",(415) 469-4726,(415) 584-7972,http://joseortegaschool.org/,63441005635.0,37.716167,-122.46625,https://www.greatschools.org/california/san-francisco/6418-Ortega-(Jose)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6418-Ortega-(Jose)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6418-Ortega-(Jose)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.11,https://www.greatschools.org/california/san-francisco/6418-Ortega-(Jose)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
6419,Parker (Jean) Elementary School,public,K-5,267.0,6.0,4.0,San Francisco,CA,717,San Francisco Unified School District,634410,"840 Broadway Street, 
San Francisco, CA  94133",(415) 291-7990,(415) 291-7996,https://jpes-sfusd-ca.Schoolloop.com/,63441005630.0,37.79732,-122.4111,https://www.greatschools.org/california/san-francisco/6419-Parker-(Jean)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6419-Parker-(Jean)-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/san-francisco/6419-Parker-(Jean)-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.3,https://www.greatschools.org/california/san-francisco/6419-Parker-(Jean)-Elementary-School/?utm_source=GSAPI&utm_medium=referral
