CountryCode,SeriesCode,Year,DESCRIPTION
USA,SE.TER.GRAD.OT.ZS,YR2007,Country data
USA,SE.TER.GRAD.OT.ZS,YR2008,Country data
USA,SE.TER.GRAD.OT.ZS,YR2009,Country data
USA,SE.TER.GRAD.OT.ZS,YR2010,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.SC.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.SC.ZS,YR1999,Country data
USA,SE.TER.GRAD.SC.ZS,YR2000,Country data
USA,SE.TER.GRAD.SC.ZS,YR2001,Country data
USA,SE.TER.GRAD.SC.ZS,YR2002,Country data
USA,SE.TER.GRAD.SC.ZS,YR2003,Country data
USA,SE.TER.GRAD.SC.ZS,YR2004,Country data
USA,SE.TER.GRAD.SC.ZS,YR2005,Country data
USA,SE.TER.GRAD.SC.ZS,YR2006,Country data
USA,SE.TER.GRAD.SC.ZS,YR2007,Country data
USA,SE.TER.GRAD.SC.ZS,YR2008,Country data
USA,SE.TER.GRAD.SC.ZS,YR2009,Country data
USA,SE.TER.GRAD.SC.ZS,YR2010,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.SS.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.SS.ZS,YR1999,Country data
USA,SE.TER.GRAD.SS.ZS,YR2000,Country data
USA,SE.TER.GRAD.SS.ZS,YR2001,Country data
USA,SE.TER.GRAD.SS.ZS,YR2002,Country data
USA,SE.TER.GRAD.SS.ZS,YR2003,Country data
USA,SE.TER.GRAD.SS.ZS,YR2004,Country data
USA,SE.TER.GRAD.SS.ZS,YR2005,Country data
USA,SE.TER.GRAD.SS.ZS,YR2006,Country data
USA,SE.TER.GRAD.SS.ZS,YR2007,Country data
USA,SE.TER.GRAD.SS.ZS,YR2008,Country data
USA,SE.TER.GRAD.SS.ZS,YR2009,Country data
USA,SE.TER.GRAD.SS.ZS,YR2010,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.SV.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.SV.ZS,YR1999,Country data
USA,SE.TER.GRAD.SV.ZS,YR2000,Country data
USA,SE.TER.GRAD.SV.ZS,YR2001,Country data
USA,SE.TER.GRAD.SV.ZS,YR2002,Country data
USA,SE.TER.GRAD.SV.ZS,YR2003,Country data
USA,SE.TER.GRAD.SV.ZS,YR2004,Country data
USA,SE.TER.GRAD.SV.ZS,YR2005,Country data
USA,SE.TER.GRAD.SV.ZS,YR2006,Country data
USA,SE.TER.GRAD.SV.ZS,YR2007,Country data
USA,SE.TER.GRAD.SV.ZS,YR2008,Country data
USA,SE.TER.GRAD.SV.ZS,YR2009,Country data
USA,SE.TER.GRAD.SV.ZS,YR2010,Country data
USA,SE.TER.TCHR,YR1999,Country data
USA,SE.TER.TCHR,YR2000,Country data
USA,SE.TER.TCHR,YR2001,Country data
USA,SE.TER.TCHR,YR2002,Country data
USA,SE.TER.TCHR,YR2003,Country data
USA,SE.TER.TCHR,YR2004,Country data
USA,SE.TER.TCHR,YR2005,Country data
USA,SE.TER.TCHR,YR2006,Country data
USA,SE.TER.TCHR,YR2007,Country data
USA,SE.TER.TCHR,YR2008,Country data
USA,SE.TER.TCHR,YR2009,Country data
USA,SE.TER.TCHR,YR2010,Country data
USA,SE.TER.TCHR.FE,YR1999,UIS Estimation
USA,SE.TER.TCHR.FE,YR2001,UIS Estimation
USA,SE.TER.TCHR.FE,YR2006,Country estimation.
USA,SE.TER.TCHR.FE.ZS,YR2000,Country data
USA,SE.TER.TCHR.FE.ZS,YR2002,Country data
USA,SE.TER.TCHR.FE.ZS,YR2003,Country data
USA,SE.TER.TCHR.FE.ZS,YR2004,Country data
USA,SE.TER.TCHR.FE.ZS,YR2005,Country data
USA,SE.TER.TCHR.FE.ZS,YR2006,Country data
USA,SE.TER.TCHR.FE.ZS,YR2007,Country data
USA,SE.TER.TCHR.FE.ZS,YR2008,Country data
USA,SE.TER.TCHR.FE.ZS,YR2009,Country data
USA,SE.TER.TCHR.FE.ZS,YR2010,Country data
USA,SE.XPD.PRIM.PC.ZS,YR1999,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2000,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2001,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2002,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2003,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2004,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2005,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2006,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2007,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2008,Country data
USA,SE.XPD.PRIM.PC.ZS,YR2009,Country data
USA,SE.XPD.PRIM.ZS,YR1999,Country data
USA,SE.XPD.PRIM.ZS,YR2001,Country data
USA,SE.XPD.PRIM.ZS,YR2002,Country data
USA,SE.XPD.PRIM.ZS,YR2003,Country data
USA,SE.XPD.PRIM.ZS,YR2004,Country data
USA,SE.XPD.PRIM.ZS,YR2005,Country data
USA,SE.XPD.PRIM.ZS,YR2006,Country data
USA,SE.XPD.PRIM.ZS,YR2007,Country data
USA,SE.XPD.PRIM.ZS,YR2008,Country data
USA,SE.XPD.PRIM.ZS,YR2009,Country data
USA,SE.XPD.SECO.PC.ZS,YR1999,Country data
USA,SE.XPD.SECO.PC.ZS,YR2000,Country data
USA,SE.XPD.SECO.PC.ZS,YR2001,Country data
USA,SE.XPD.SECO.PC.ZS,YR2002,Country data
USA,SE.XPD.SECO.PC.ZS,YR2003,Country data
USA,SE.XPD.SECO.PC.ZS,YR2004,Country data
USA,SE.XPD.SECO.PC.ZS,YR2005,Country data
USA,SE.XPD.SECO.PC.ZS,YR2006,Country data
USA,SE.XPD.SECO.PC.ZS,YR2007,Country data
USA,SE.XPD.SECO.PC.ZS,YR2008,Country data
USA,SE.XPD.SECO.PC.ZS,YR2009,Country data
USA,SE.XPD.SECO.ZS,YR1999,Country data
USA,SE.XPD.SECO.ZS,YR2001,Country data
USA,SE.XPD.SECO.ZS,YR2002,Country data
USA,SE.XPD.SECO.ZS,YR2003,Country data
USA,SE.XPD.SECO.ZS,YR2004,Country data
USA,SE.XPD.SECO.ZS,YR2005,Country data
USA,SE.XPD.SECO.ZS,YR2006,Country data
USA,SE.XPD.SECO.ZS,YR2007,Country data
USA,SE.XPD.SECO.ZS,YR2008,Country data
USA,SE.XPD.SECO.ZS,YR2009,Country data
USA,SE.XPD.TERT.PC.ZS,YR1999,Country data
USA,SE.XPD.TERT.PC.ZS,YR2001,Country data
USA,SE.XPD.TERT.PC.ZS,YR2002,Country data
USA,SE.XPD.TERT.PC.ZS,YR2003,Country data
USA,SE.XPD.TERT.PC.ZS,YR2004,Country data
USA,SE.XPD.TERT.PC.ZS,YR2005,Country data
USA,SE.XPD.TERT.PC.ZS,YR2006,Country data
USA,SE.XPD.TERT.PC.ZS,YR2007,Country data
USA,SE.XPD.TERT.PC.ZS,YR2008,Country data
USA,SE.XPD.TERT.PC.ZS,YR2009,Country data
USA,SE.XPD.TERT.ZS,YR1999,Country data
USA,SE.XPD.TERT.ZS,YR2001,Country data
USA,SE.XPD.TERT.ZS,YR2002,Country data
USA,SE.XPD.TERT.ZS,YR2003,Country data
USA,SE.XPD.TERT.ZS,YR2004,Country data
USA,SE.XPD.TERT.ZS,YR2005,Country data
USA,SE.XPD.TERT.ZS,YR2006,Country data
USA,SE.XPD.TERT.ZS,YR2007,Country data
USA,SE.XPD.TERT.ZS,YR2008,Country data
USA,SE.XPD.TERT.ZS,YR2009,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2001,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2002,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2003,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2004,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2005,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2006,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2007,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2008,Country data
USA,SE.XPD.TOTL.GB.ZS,YR2009,Country data
USA,SE.XPD.TOTL.GD.ZS,YR1999,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2001,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2002,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2003,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2004,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2005,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2006,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2007,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2008,Country data
USA,SE.XPD.TOTL.GD.ZS,YR2009,Country data
USA,SH.DYN.MORT,YR1976,Uncertainty bound is 17.6 - 18.2
USA,LO.TIMSS.MAT8,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,LO.TIMSS.MAT8.BL,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,LO.TIMSS.MAT8.FE,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,LO.TIMSS.MAT8.MA,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,LO.TIMSS.SCI8,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,LO.TIMSS.SCI8.BL,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,LO.TIMSS.SCI8.FE,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,LO.TIMSS.SCI8.MA,YR2015,Met guidelines for sample participation rates only after replacement schools were included.
USA,OECD.TSAL.1.E0,YR2009,Actual salaries
USA,OECD.TSAL.1.E10,YR2009,Actual salaries
USA,OECD.TSAL.1.E15,YR2009,Actual salaries
USA,OECD.TSAL.1.ETOP,YR2009,Actual salaries
USA,OECD.TSAL.2.E0,YR2009,Actual salaries
USA,OECD.TSAL.2.E10,YR2009,Actual salaries
USA,OECD.TSAL.2.E15,YR2009,Actual salaries
USA,OECD.TSAL.2.ETOP,YR2009,Actual salaries
USA,OECD.TSAL.3.E0,YR2009,Actual salaries
USA,OECD.TSAL.3.E10,YR2009,Actual salaries
USA,OECD.TSAL.3.E15,YR2009,Actual salaries
USA,OECD.TSAL.3.ETOP,YR2009,Actual salaries
USA,SABER.EMIS.GOAL1,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL1.LVL1,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL1.LVL2,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL1.LVL3,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL1.LVL4,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL1.LVL5,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL1.LVL6,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL2,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL2.LVL1,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL2.LVL2,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL2.LVL3,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL2.LVL4,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL2.LVL5,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL3,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL3.LVL1,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL3.LVL2,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL3.LVL3,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL3.LVL4,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL4,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL4.LVL1,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL4.LVL2,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL4.LVL3,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SABER.EMIS.GOAL4.LVL4,YR2015,National data for the United States are not available. The data presented are for Maryland only.
USA,SE.PRE.ENRL,YR2004,Country estimation.
USA,SE.PRE.ENRL,YR2005,Country estimation.
USA,SE.PRE.ENRL.FE,YR1998,Country estimation.
USA,SE.PRE.NENR,YR2002,Country estimation.
USA,SE.PRE.NENR,YR2008,Country estimation.
USA,SE.PRE.NENR.FE,YR2005,Country estimation.
USA,SE.PRE.NENR.MA,YR2005,Country estimation.
USA,SE.PRE.NENR.MA,YR2008,Country estimation.
USA,SE.PRE.TCHR,YR1996,Country estimation.
USA,SE.PRE.TCHR,YR2005,Country estimation.
USA,SE.PRE.TCHR,YR2007,Country estimation.
USA,SE.PRE.TCHR.FE,YR2001,Country estimation.
USA,SE.PRE.TCHR.FE.ZS,YR1996,Country estimation.
USA,SE.PRE.TCHR.FE.ZS,YR1999,Country estimation.
USA,SE.PRE.TCHR.FE.ZS,YR2003,Country estimation.
USA,SE.PRE.TCHR.FE.ZS,YR2006,Country estimation.
USA,SE.PRM.TCHR.FE,YR1996,Country estimation.
USA,SE.PRM.TENR,YR2013,UIS Estimation
USA,SE.PRM.TENR.FE,YR1999,UIS Estimation
USA,SE.PRM.TENR.FE,YR2004,UIS Estimation
USA,SE.PRM.TENR.FE,YR2013,UIS Estimation
USA,SE.PRM.TENR.MA,YR1999,UIS Estimation
USA,SE.PRM.TENR.MA,YR2004,UIS Estimation
USA,SE.PRM.TENR.MA,YR2013,UIS Estimation
USA,SE.PRM.UNER,YR2013,UIS Estimation
USA,SE.PRM.UNER.FE,YR2013,UIS Estimation
USA,SE.PRM.UNER.MA,YR2013,UIS Estimation
USA,SE.SCH.LIFE,YR1994,UIS Estimation
USA,SE.SCH.LIFE,YR2013,UIS Estimation
USA,SE.SCH.LIFE.FE,YR1994,UIS Estimation
USA,SE.SCH.LIFE.FE,YR2013,UIS Estimation
USA,SE.SCH.LIFE.MA,YR1994,UIS Estimation
USA,SE.SCH.LIFE.MA,YR2013,UIS Estimation
USA,SE.SEC.ENRL.GC,YR2003,Country estimation.
USA,SE.SEC.ENRL.GC,YR2006,Country estimation.
USA,SE.SEC.ENRL.GC.FE,YR2000,Country estimation.
USA,SE.SEC.ENRL.GC.FE,YR2002,Country estimation.
USA,SE.SEC.ENRL.GC.FE,YR2003,Country estimation.
USA,SE.SEC.ENRL.GC.FE,YR2004,Country estimation.
USA,SE.SEC.ENRL.GC.FE,YR2008,Country estimation.
USA,SE.SEC.ENRL.GC.FE.ZS,YR2000,Country estimation.
USA,SE.SEC.ENRL.GC.FE.ZS,YR2003,Country estimation.
USA,SE.TER.ENRL.FE.ZS,YR1999,UIS Estimation
USA,SH.DYN.MORT,YR1971,Uncertainty bound is 22 - 22.7
USA,SH.DYN.MORT,YR1973,Uncertainty bound is 20.3 - 20.9
USA,SH.DYN.MORT,YR1982,Uncertainty bound is 13.6 - 14.1
USA,SH.DYN.MORT,YR1984,Uncertainty bound is 12.8 - 13.3
USA,SH.DYN.MORT,YR1987,Uncertainty bound is 11.9 - 12.4
USA,SH.DYN.MORT,YR1988,Uncertainty bound is 11.7 - 12.1
USA,SH.DYN.MORT,YR1991,Uncertainty bound is 10.7 - 11.1
USA,SH.DYN.MORT,YR2003,Uncertainty bound is 8 - 8.3
USA,UIS.EA.6.AG25T99,YR2004,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99,YR2005,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99,YR2006,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99,YR2008,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99,YR2009,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99,YR2010,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99,YR2011,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99,YR2012,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2004,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2005,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2006,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2008,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2009,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2010,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2011,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.F,YR2012,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2004,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2005,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2006,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2008,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2009,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2010,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2011,Percentage includes all tertiary levels (ISCED 5-8)
USA,UIS.EA.6.AG25T99.M,YR2012,Percentage includes all tertiary levels (ISCED 5-8)
USA,LO.PIRLS.REA.HI,YR2001,"The procedure for identifying International Benchmarks changed from the PIRLS 2001 method of using percentiles to a method based on scores that do not change from PIRLS cycle to cycle. In PIRLS 2001, the High Benchmark was called the ""Upper Quarter Benchmark"" or 75th percentile score, which corresponded to a scale score of 570. The 2001 data in this database were recalculated based on a 550 High Benchmark score and are different than the data found in the 2001 PIRLS report."
USA,LO.PIRLS.REA.HI.FE,YR2001,"The procedure for identifying International Benchmarks changed from the PIRLS 2001 method of using percentiles to a method based on scores that do not change from PIRLS cycle to cycle. In PIRLS 2001, the High Benchmark was called the ""Upper Quarter Benchmark"" or 75th percentile score, which corresponded to a scale score of 570. The 2001 data in this database were recalculated based on a 550 High Benchmark score and are different than the data found in the 2001 PIRLS report."
USA,LO.PIRLS.REA.HI.MA,YR2001,"The procedure for identifying International Benchmarks changed from the PIRLS 2001 method of using percentiles to a method based on scores that do not change from PIRLS cycle to cycle. In PIRLS 2001, the High Benchmark was called the ""Upper Quarter Benchmark"" or 75th percentile score, which corresponded to a scale score of 570. The 2001 data in this database were recalculated based on a 550 High Benchmark score and are different than the data found in the 2001 PIRLS report."
USA,OECD.TSAL.0.E0,YR2010,Actual base salaries.
USA,OECD.TSAL.0.E0,YR2011,Actual base salaries.
USA,OECD.TSAL.0.E0,YR2012,Actual base salaries
USA,OECD.TSAL.1.E0,YR2010,Actual base salaries.
USA,OECD.TSAL.1.E0,YR2011,Actual base salaries.
USA,OECD.TSAL.1.E0,YR2012,Actual base salaries
USA,OECD.TSAL.1.E10,YR2010,Actual base salaries.
USA,OECD.TSAL.1.E10,YR2011,Actual base salaries.
USA,OECD.TSAL.1.E10,YR2012,Actual base salaries
USA,OECD.TSAL.1.E15,YR2010,Actual base salaries.
USA,OECD.TSAL.1.E15,YR2011,Actual base salaries.
USA,OECD.TSAL.1.E15,YR2012,Actual base salaries
USA,OECD.TSAL.1.ETOP,YR2010,Actual base salaries.
USA,OECD.TSAL.1.ETOP,YR2011,Actual base salaries.
USA,OECD.TSAL.1.ETOP,YR2012,Actual base salaries
USA,OECD.TSAL.2.E0,YR2010,Actual base salaries.
USA,OECD.TSAL.2.E0,YR2011,Actual base salaries.
USA,OECD.TSAL.2.E0,YR2012,Actual base salaries
USA,OECD.TSAL.2.E10,YR2010,Actual base salaries.
USA,OECD.TSAL.2.E10,YR2011,Actual base salaries.
USA,OECD.TSAL.2.E10,YR2012,Actual base salaries
USA,OECD.TSAL.2.E15,YR2010,Actual base salaries.
USA,OECD.TSAL.2.E15,YR2011,Actual base salaries.
USA,OECD.TSAL.2.E15,YR2012,Actual base salaries
USA,OECD.TSAL.2.ETOP,YR2010,Actual base salaries.
USA,OECD.TSAL.2.ETOP,YR2011,Actual base salaries.
USA,OECD.TSAL.2.ETOP,YR2012,Actual base salaries
USA,OECD.TSAL.3.E0,YR2010,Actual base salaries.
USA,OECD.TSAL.3.E0,YR2011,Actual base salaries.
USA,OECD.TSAL.3.E0,YR2012,Actual base salaries
USA,OECD.TSAL.3.E10,YR2010,Actual base salaries.
USA,OECD.TSAL.3.E10,YR2011,Actual base salaries.
USA,OECD.TSAL.3.E10,YR2012,Actual base salaries
USA,OECD.TSAL.3.E15,YR2010,Actual base salaries.
USA,OECD.TSAL.3.E15,YR2011,Actual base salaries.
USA,OECD.TSAL.3.E15,YR2012,Actual base salaries
USA,OECD.TSAL.3.ETOP,YR2010,Actual base salaries.
USA,OECD.TSAL.3.ETOP,YR2011,Actual base salaries.
USA,OECD.TSAL.3.ETOP,YR2012,Actual base salaries
USA,SE.PRE.ENRL,YR1996,Country estimation.
USA,SE.PRE.ENRL.FE,YR1990,Country estimation
USA,SE.PRE.ENRL.FE,YR1995,Country estimation.
USA,SE.PRE.ENRL.FE,YR2000,UIS estimation.
USA,SE.PRE.ENRL.FE,YR2005,Country estimation.
USA,SE.PRE.ENRL.FE,YR2008,Country estimation.
USA,SE.PRE.NENR,YR2007,Country estimation.
USA,SE.PRE.NENR.FE,YR2006,Country estimation.
USA,SE.PRE.NENR.FE,YR2007,Country estimation.
USA,SE.PRE.TCHR,YR1995,Country estimation.
USA,SE.PRE.TCHR.FE,YR2000,Country estimation.
USA,SE.PRE.TCHR.FE,YR2005,Country estimation.
USA,SE.PRE.TCHR.FE.ZS,YR2005,Country estimation.
USA,SE.PRE.TCHR.FE.ZS,YR2007,Country estimation.
USA,SE.PRM.TCHR.FE,YR1999,Country estimation.
USA,SE.PRM.TCHR.FE,YR2001,Country estimation.
USA,SE.PRM.TCHR.FE,YR2008,Country estimation.
USA,SE.SEC.ENRL.GC.FE,YR2005,Country estimation.
USA,SE.SEC.ENRL.TC.ZS,YR1972,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR1993,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR1994,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR1995,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR1996,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR1998,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2011,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2012,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2013,Country Data
USA,SE.SEC.ENRL.VO.FE.ZS,YR1995,Country estimation.
USA,SE.SEC.TCHR.FE,YR2000,Country estimation.
USA,SE.TER.TCHR.FE,YR2004,Country estimation.
USA,SE.TOT.ENRR,YR1971,Country Data
USA,SE.TOT.ENRR,YR1972,Country Data
USA,SE.TOT.ENRR,YR1974,Country Data
USA,SE.TOT.ENRR,YR1975,Country Data
USA,SE.TOT.ENRR,YR1976,Country Data
USA,SE.TOT.ENRR,YR1977,Country Data
USA,SE.TOT.ENRR,YR1978,Country Data
USA,SE.TOT.ENRR,YR1979,Country Data
USA,SE.TOT.ENRR,YR1980,Country Data
USA,SE.TOT.ENRR,YR1981,Country Data
USA,SE.TOT.ENRR,YR1982,Country Data
USA,SE.TOT.ENRR,YR1983,Country Data
USA,SE.TOT.ENRR,YR1984,Country Data
USA,SE.TOT.ENRR,YR1985,Country Data
USA,SE.TOT.ENRR,YR1986,Country Data
USA,SE.TOT.ENRR,YR1987,Country Data
USA,SE.TOT.ENRR,YR1990,Country Data
USA,SE.TOT.ENRR,YR1991,Country Data
USA,SE.TOT.ENRR,YR1993,Country Data
USA,SE.TOT.ENRR,YR1994,Country Data
USA,SE.TOT.ENRR,YR1995,Country Data
USA,SE.TOT.ENRR,YR1996,Country Data
USA,SE.TOT.ENRR,YR1998,Country Data
USA,SE.TOT.ENRR,YR1999,Country Data
USA,SE.TOT.ENRR,YR2000,Country Data
USA,SE.TOT.ENRR,YR2001,Country Data
USA,SE.TOT.ENRR,YR2002,Country Data
USA,SE.TOT.ENRR,YR2003,Country Data
USA,SE.TOT.ENRR,YR2004,Country Data
USA,SE.TOT.ENRR,YR2005,Country Data
USA,SE.TOT.ENRR,YR2006,Country Data
USA,SE.TOT.ENRR,YR2007,Country Data
USA,SE.TOT.ENRR,YR2008,Country Data
USA,SE.TOT.ENRR,YR2009,Country Data
USA,SE.TOT.ENRR,YR2010,Country Data
USA,SE.TOT.ENRR,YR2011,Country Data
USA,SE.TOT.ENRR,YR2012,Country Data
USA,SE.TOT.ENRR,YR2013,Country Data
USA,SH.DYN.AIDS.ZS,YR2008,Plausible bound is 0.4-0.5
USA,SH.DYN.MORT,YR1978,Uncertainty bound is 16.1 - 16.6
USA,SH.DYN.MORT,YR1992,Uncertainty bound is 10.3 - 10.7
USA,SH.DYN.MORT,YR2004,Uncertainty bound is 7.9 - 8.2
