id,name,county,gsRating,parentRating,zip,price,district,income
887,Emerson Elementary School,Alameda,7,5,94705,1487416.667,Berkeley Unified School District,59117
888,Leconte Elementary School,Alameda,6,4,94705,1487416.667,Berkeley Unified School District,59117
889,John Muir Elementary School,Alameda,6,5,94705,1487416.667,Berkeley Unified School District,59117
890,Willard Middle School,Alameda,7,4,94705,1487416.667,Berkeley Unified School District,59117
891,Albany High School,Alameda,9,4,94706,976333.3333,Albany City Unified School District,72516
892,Albany Middle School,Alameda,9,4,94706,976333.3333,Albany City Unified School District,72516
893,Cornell Elementary School,Alameda,10,4,94706,976333.3333,Albany City Unified School District,72516
895,Marin Elementary School,Alameda,8,4,94706,976333.3333,Albany City Unified School District,72516
896,Ocean View Elementary School,Alameda,8,5,94706,976333.3333,Albany City Unified School District,72516
897,Oxford Elementary School,Alameda,6,4,94707,1351500,Berkeley Unified School District,59117
898,Thousand Oaks Elementary School,Alameda,5,5,94707,1351500,Berkeley Unified School District,59117
899,Cragmont Elementary School,Alameda,6,4,94708,1346833.333,Berkeley Unified School District,59117
900,Kensington Elementary School,Contra Costa,9,4,94708,1346833.333,West Contra Costa Unified School District,63932
901,Berkeley Arts Magnet at Whittier School,Alameda,8,4,94709,1051500,Berkeley Unified School District,59117
902,Rosa Parks Environmental Science Magnet School,Alameda,7,4,94710,1025833.333,Berkeley Unified School District,59117
903,Cesar E. Chavez Elementary School,Contra Costa,1,4,94801,454166.6667,West Contra Costa Unified School District,63932
905,Lincoln Elementary School,Contra Costa,1,5,94801,454166.6667,West Contra Costa Unified School District,63932
906,Peres Elementary School,Contra Costa,2,3,94801,454166.6667,West Contra Costa Unified School District,63932
907,Verde Elementary School,Contra Costa,1,2,94801,454166.6667,West Contra Costa Unified School District,63932
908,Washington Elementary School,Contra Costa,2,3,94801,454166.6667,West Contra Costa Unified School District,63932
909,Crespi Junior High School,Contra Costa,2,3,94803,592500,West Contra Costa Unified School District,63932
910,De Anza Senior High School,Contra Costa,3,3,94803,592500,West Contra Costa Unified School District,63932
911,Murphy Elementary School,Contra Costa,5,4,94803,592500,West Contra Costa Unified School District,63932
912,Olinda Elementary School,Contra Costa,6,4,94803,592500,West Contra Costa Unified School District,63932
913,Sheldon Elementary School,Contra Costa,3,4,94803,592500,West Contra Costa Unified School District,63932
914,Valley View Elementary School,Contra Costa,5,4,94803,592500,West Contra Costa Unified School District,63932
916,Coronado Elementary School,Contra Costa,1,5,94804,503166.6667,West Contra Costa Unified School District,63932
917,Ford Elementary School,Contra Costa,2,4,94804,503166.6667,West Contra Costa Unified School District,63932
918,Grant Elementary School,Contra Costa,1,4,94804,503166.6667,West Contra Costa Unified School District,63932
919,Kennedy High School,Contra Costa,2,3,94804,503166.6667,West Contra Costa Unified School District,63932
920,King Elementary School,Contra Costa,1,3,94804,503166.6667,West Contra Costa Unified School District,63932
921,Nystrom Elementary School,Contra Costa,1,5,94804,503166.6667,West Contra Costa Unified School District,63932
922,Richmond High School,Contra Costa,2,3,94804,503166.6667,West Contra Costa Unified School District,63932
923,Stege Elementary School,Contra Costa,1,3,94804,503166.6667,West Contra Costa Unified School District,63932
924,Mira Vista Elementary School,Contra Costa,4,4,94805,635333.3333,West Contra Costa Unified School District,63932
925,Wilson Elementary School,Contra Costa,2,4,94805,635333.3333,West Contra Costa Unified School District,63932
926,Lovonya Dejean Middle School,Contra Costa,1,2,94805,635333.3333,West Contra Costa Unified School District,63932
929,Bayview Elementary School,Contra Costa,1,3,94806,458833.3333,West Contra Costa Unified School District,63932
930,Dover Elementary School,Contra Costa,1,4,94806,458833.3333,West Contra Costa Unified School District,63932
931,Edward M. Downer Elementary School,Contra Costa,2,4,94806,458833.3333,West Contra Costa Unified School District,63932
932,Helms Middle School,Contra Costa,1,4,94806,458833.3333,West Contra Costa Unified School District,63932
933,Highland Elementary School,Contra Costa,4,3,94806,458833.3333,West Contra Costa Unified School District,63932
934,Lake Elementary School,Contra Costa,2,3,94806,458833.3333,West Contra Costa Unified School District,63932
935,Middle College High School,Contra Costa,8,4,94806,458833.3333,West Contra Costa Unified School District,63932
936,Montalvin Manor Elementary School,Contra Costa,5,3,94806,458833.3333,West Contra Costa Unified School District,63932
937,Riverside Elementary School,Contra Costa,3,3,94806,458833.3333,West Contra Costa Unified School District,63932
938,Tara Hills Elementary School,Contra Costa,3,4,94806,458833.3333,West Contra Costa Unified School District,63932
947,Boulder Creek Elementary School,Santa Cruz,5,4,95006,568583.3333,San Lorenzo Valley Unified School District,79706
949,Westmont High School,Santa Clara,8,4,95008,1365583.333,Campbell Union High School District,78683
962,Cupertino High School,Santa Clara,9,4,95014,2153166.667,Fremont Union High School District,100428
963,Homestead High School,Santa Clara,9,4,95014,2153166.667,Fremont Union High School District,100428
964,Monta Vista High School,Santa Clara,10,4,95014,2153166.667,Fremont Union High School District,100428
967,San Lorenzo Valley Elementary School,Santa Cruz,9,4,95018,619666.6667,San Lorenzo Valley Unified School District,79706
968,San Lorenzo Valley High School,Santa Cruz,9,4,95018,619666.6667,San Lorenzo Valley Unified School District,79706
969,San Lorenzo Valley Middle School,Santa Cruz,5,3,95018,619666.6667,San Lorenzo Valley Unified School District,79706
971,Luigi Aprea Elementary School,Santa Clara,7,4,95020,771416.6667,Gilroy Unified School District,73410
972,Brownell Middle School,Santa Clara,5,3,95020,771416.6667,Gilroy Unified School District,73410
973,El Roble Elementary School,Santa Clara,3,4,95020,771416.6667,Gilroy Unified School District,73410
974,Eliot Elementary School,Santa Clara,4,5,95020,771416.6667,Gilroy Unified School District,73410
975,Gilroy High School,Santa Clara,5,3,95020,771416.6667,Gilroy Unified School District,73410
976,Glen View Elementary School,Santa Clara,3,3,95020,771416.6667,Gilroy Unified School District,73410
977,Rod Kelley Elementary School,Santa Clara,7,4,95020,771416.6667,Gilroy Unified School District,73410
978,Las Animas Elementary School,Santa Clara,6,3,95020,771416.6667,Gilroy Unified School District,73410
980,Rucker Elementary School,Santa Clara,6,4,95020,771416.6667,Gilroy Unified School District,73410
981,South Valley Middle School,Santa Clara,4,4,95020,771416.6667,Gilroy Unified School District,73410
982,Antonio Del Buono Elementary School,Santa Clara,4,3,95020,771416.6667,Gilroy Unified School District,73410
983,Solorsano Middle School,Santa Clara,6,4,95020,771416.6667,Gilroy Unified School District,73410
986,Dr. T. J. Owens Gilroy Early College Academy,Santa Clara,10,5,95020,771416.6667,Gilroy Unified School District,73410
987,Christopher High School,Santa Clara,7,5,95020,771416.6667,Gilroy Unified School District,73410
989,Daves Avenue Elementary School,Santa Clara,10,4,95030,2582166.667,Los Gatos Union Elementary School District,131727
990,Blossom Hill Elementary School,Santa Clara,9,4,95032,1774000,Los Gatos Union Elementary School District,131727
991,Raymond J. Fisher Middle School,Santa Clara,10,4,95032,1774000,Los Gatos Union Elementary School District,131727
992,Louise Van Meter Elementary School,Santa Clara,10,4,95032,1774000,Los Gatos Union Elementary School District,131727
993,Alta Vista Elementary School,Santa Clara,8,4,95032,1774000,Union Elementary School District,103493
995,Lexington Elementary School,Santa Clara,7,4,95033,1068583.333,Los Gatos Union Elementary School District,131727
996,C. T. English Middle School,Santa Clara,9,4,95033,1068583.333,Loma Prieta Joint Union Elementary School District,101767
997,Loma Prieta Elementary School,Santa Clara,8,4,95033,1068583.333,Loma Prieta Joint Union Elementary School District,101767
998,William Burnett Elementary School,Santa Clara,7,4,95035,1074250,Milpitas Unified School District,92463
1000,Curtner Elementary School,Santa Clara,9,4,95035,1074250,Milpitas Unified School District,92463
1001,Milpitas High School,Santa Clara,9,4,95035,1074250,Milpitas Unified School District,92463
1002,Marshall Pomeroy Elementary School,Santa Clara,8,4,95035,1074250,Milpitas Unified School District,92463
1003,Rancho Milpitas Middle School,Santa Clara,8,5,95035,1074250,Milpitas Unified School District,92463
1004,Robert Randall Elementary School,Santa Clara,3,4,95035,1074250,Milpitas Unified School District,92463
1005,Alexander Rose Elementary School,Santa Clara,7,5,95035,1074250,Milpitas Unified School District,92463
1006,Thomas Russell Middle School,Santa Clara,9,3,95035,1074250,Milpitas Unified School District,92463
1007,John Sinnott Elementary School,Santa Clara,9,4,95035,1074250,Milpitas Unified School District,92463
1008,Anthony Spangler Elementary School,Santa Clara,8,4,95035,1074250,Milpitas Unified School District,92463
1009,Joseph Weller Elementary School,Santa Clara,7,4,95035,1074250,Milpitas Unified School District,92463
1010,Pearl Zanker Elementary School,Santa Clara,7,4,95035,1074250,Milpitas Unified School District,92463
1012,Lewis H. Britton Middle School,Santa Clara,4,4,95037,941416.6667,Morgan Hill Unified School District,96812
1014,El Toro Elementary School,Santa Clara,3,4,95037,941416.6667,Morgan Hill Unified School District,96812
1015,Jackson Academy Of Music And Math (Jamm),Santa Clara,6,4,95037,941416.6667,Morgan Hill Unified School District,96812
1016,Live Oak High School,Santa Clara,7,3,95037,941416.6667,Morgan Hill Unified School District,96812
1017,Nordstrom Elementary School,Santa Clara,6,4,95037,941416.6667,Morgan Hill Unified School District,96812
1018,Paradise Valley/Machado Elementary School,Santa Clara,7,4,95037,941416.6667,Morgan Hill Unified School District,96812
1019,P. A. Walsh Elementary School,Santa Clara,2,3,95037,941416.6667,Morgan Hill Unified School District,96812
1020,Barrett Elementary School,Santa Clara,4,4,95037,941416.6667,Morgan Hill Unified School District,96812
1022,Ann Sobrato High School,Santa Clara,8,4,95037,941416.6667,Morgan Hill Unified School District,96812
1023,San Martin/Gwinn Elementary School,Santa Clara,2,4,95046,1237333.333,Morgan Hill Unified School District,96812
1024,Buchser Middle School,Santa Clara,5,3,95050,1296416.667,Santa Clara Unified School District,84441
1025,C. W. Haman Elementary School,Santa Clara,7,4,95050,1296416.667,Santa Clara Unified School District,84441
1026,Scott Lane Elementary School,Santa Clara,3,4,95050,1296416.667,Santa Clara Unified School District,84441
1027,Washington Elementary School,Santa Clara,9,4,95050,1296416.667,Santa Clara Unified School District,84441
1028,Westwood Elementary School,Santa Clara,7,4,95050,1296416.667,Santa Clara Unified School District,84441
1029,Wilson Alternative School,Santa Clara,1,5,95050,1296416.667,Santa Clara Unified School District,84441
1032,Bowers Elementary School,Santa Clara,5,4,95051,1418333.333,Santa Clara Unified School District,84441
1033,Bracher Elementary School,Santa Clara,6,4,95051,1418333.333,Santa Clara Unified School District,84441
1034,Briarwood Elementary School,Santa Clara,7,4,95051,1418333.333,Santa Clara Unified School District,84441
1035,Juan Cabrillo Middle School,Santa Clara,6,4,95051,1418333.333,Santa Clara Unified School District,84441
1036,Laurelwood Elementary School,Santa Clara,9,4,95051,1418333.333,Santa Clara Unified School District,84441
1037,Millikin Elementary School,Santa Clara,9,5,95051,1418333.333,Santa Clara Unified School District,84441
1039,Pomeroy Elementary School,Santa Clara,4,4,95051,1418333.333,Santa Clara Unified School District,84441
1040,Santa Clara High School,Santa Clara,7,3,95051,1418333.333,Santa Clara Unified School District,84441
1041,Sutter Elementary School,Santa Clara,7,4,95051,1418333.333,Santa Clara Unified School District,84441
1042,Adrian Wilcox High School,Santa Clara,8,4,95051,1418333.333,Santa Clara Unified School District,84441
1045,Kathryn Hughes Elementary School,Santa Clara,5,4,95054,1300583.333,Santa Clara Unified School District,84441
1046,Montague Elementary School,Santa Clara,5,4,95054,1300583.333,Santa Clara Unified School District,84441
1047,Don Callejon School,Santa Clara,6,4,95054,1300583.333,Santa Clara Unified School District,84441
1049,Bonny Doon Elementary School,Santa Cruz,7,4,95060,925750,Bonny Doon Union Elementary School District,87550
1050,Bay View Elementary School,Santa Cruz,4,4,95060,925750,Santa Cruz City Elementary School District,58543
1051,Mission Hill Middle School,Santa Cruz,6,3,95060,925750,Santa Cruz City High School District,59036
1052,Westlake Elementary School,Santa Cruz,7,4,95060,925750,Santa Cruz City Elementary School District,58543
1053,Santa Cruz High School,Santa Cruz,8,4,95060,925750,Santa Cruz City High School District,59036
1054,Brook Knoll Elementary School,Santa Cruz,9,4,95060,925750,Scotts Valley Unified School District,99740
1058,Del Mar Elementary School,Santa Cruz,6,4,95062,928583.3333,Live Oak Elementary School District,53960
1059,Green Acres Elementary School,Santa Cruz,6,4,95062,928583.3333,Live Oak Elementary School District,53960
1060,Live Oak Elementary School,Santa Cruz,7,3,95062,928583.3333,Live Oak Elementary School District,53960
1061,Shoreline Middle School,Santa Cruz,5,4,95062,928583.3333,Live Oak Elementary School District,53960
1062,Branciforte Middle School,Santa Cruz,5,3,95062,928583.3333,Santa Cruz City High School District,59036
1063,Gault Elementary School,Santa Cruz,2,4,95062,928583.3333,Santa Cruz City Elementary School District,58543
1064,Harbor High School,Santa Cruz,8,3,95062,928583.3333,Santa Cruz City High School District,59036
1067,Ark Independent Studies School,Santa Cruz,2,5,95062,928583.3333,Santa Cruz City High School District,59036
1068,Alternative Family Education School,Santa Cruz,2,4,95062,928583.3333,Santa Cruz City High School District,59036
1072,De Laveaga Elementary School,Santa Cruz,5,4,95065,851750,Santa Cruz City Elementary School District,58543
1074,Scotts Valley Middle School,Santa Cruz,8,4,95066,919166.6667,Scotts Valley Unified School District,99740
1075,Vine Hill Elementary School,Santa Cruz,9,4,95066,919166.6667,Scotts Valley Unified School District,99740
1076,Scotts Valley High School,Santa Cruz,9,4,95066,919166.6667,Scotts Valley Unified School District,99740
1077,Prospect High School,Santa Clara,8,3,95070,2697833.333,Campbell Union High School District,78683
1081,Argonaut Elementary School,Santa Clara,9,4,95070,2697833.333,Saratoga Union Elementary School District,149083
1082,Foothill Elementary School,Santa Clara,9,4,95070,2697833.333,Saratoga Union Elementary School District,149083
1083,Redwood Middle School,Santa Clara,9,4,95070,2697833.333,Saratoga Union Elementary School District,149083
1084,Saratoga Elementary School,Santa Clara,9,5,95070,2697833.333,Saratoga Union Elementary School District,149083
1085,Mountain Elementary School,Santa Cruz,8,5,95073,833833.3333,Mountain Elementary School District,111125
1086,Soquel High School,Santa Cruz,7,3,95073,833833.3333,Santa Cruz City High School District,59036
1111,Washington Elementary School,Santa Clara,4,4,95110,801250,San Jose Unified School District,74908
1112,Andrew P. Hill High School,Santa Clara,5,4,95111,764416.6667,East Side Union High School District,79049
1113,Franklin Elementary School,Santa Clara,5,4,95111,764416.6667,Franklin-Mckinley Elementary School District,58109
1114,G. W. Hellyer Elementary School,Santa Clara,6,3,95111,764416.6667,Franklin-Mckinley Elementary School District,58109
1115,Captain Jason M. Dahl Elementary School,Santa Clara,4,3,95111,764416.6667,Franklin-Mckinley Elementary School District,58109
1116,Los Arboles Elementary School,Santa Clara,1,4,95111,764416.6667,Franklin-Mckinley Elementary School District,58109
1117,Daniel Lairon Elementary School,Santa Clara,3,4,95111,764416.6667,Franklin-Mckinley Elementary School District,58109
1118,Sylvandale Middle School,Santa Clara,4,4,95111,764416.6667,Franklin-Mckinley Elementary School District,58109
1119,Christopher Elementary School,Santa Clara,5,3,95111,764416.6667,Oak Grove Elementary School District,87312
1120,Davis (Caroline) Intermediate School,Santa Clara,4,4,95111,764416.6667,Oak Grove Elementary School District,87312
1121,Edenvale Elementary School,Santa Clara,3,3,95111,764416.6667,Oak Grove Elementary School District,87312
1122,Stipe (Samuel) Elementary School,Santa Clara,3,4,95111,764416.6667,Oak Grove Elementary School District,87312
1123,Peter Burnett Middle School,Santa Clara,3,3,95112,880333.3333,San Jose Unified School District,74908
1124,Empire Gardens Elementary School,Santa Clara,3,4,95112,880333.3333,San Jose Unified School District,74908
1125,Grant Elementary School,Santa Clara,3,3,95112,880333.3333,San Jose Unified School District,74908
1126,Lowell Elementary School,Santa Clara,3,3,95112,880333.3333,San Jose Unified School District,74908
1127,Horace Mann Elementary School,Santa Clara,3,4,95112,880333.3333,San Jose Unified School District,74908
1128,"Shirakawa (George, Sr.) Elementary School",Santa Clara,6,4,95112,880333.3333,Franklin-Mckinley Elementary School District,58109
1129,Clyde Arbuckle Elementary School,Santa Clara,1,3,95116,718500,Alum Rock Union Elementary School District,57749
1130,Cesar Chavez Elementary School,Santa Clara,4,2,95116,718500,Alum Rock Union Elementary School District,57749
1131,Lee Mathson Middle School,Santa Clara,2,4,95116,718500,Alum Rock Union Elementary School District,57749
1132,San Antonio Elementary School,Santa Clara,4,4,95116,718500,Alum Rock Union Elementary School District,57749
1133,McKinley Elementary School,Santa Clara,3,3,95116,718500,Franklin-Mckinley Elementary School District,58109
1134,Selma Olinder Elementary School,Santa Clara,2,3,95116,718500,San Jose Unified School District,74908
1135,San Jose High School,Santa Clara,4,4,95116,718500,San Jose Unified School District,74908
1136,Learning In An Urban Community With High Achievement (L.U.C.H.A.),Santa Clara,5,5,95116,718500,Alum Rock Union Elementary School District,57749
1141,Almaden Elementary School,Santa Clara,4,4,95118,1191000,San Jose Unified School District,74908
1143,Hacienda Science/Environmental Magnet School,Santa Clara,7,4,95118,1191000,San Jose Unified School District,74908
1144,John Muir Middle School,Santa Clara,6,3,95118,1191000,San Jose Unified School District,74908
1145,Pioneer High School,Santa Clara,9,4,95118,1191000,San Jose Unified School District,74908
1146,Reed Elementary School,Santa Clara,7,4,95118,1191000,San Jose Unified School District,74908
1147,Dartmouth Middle School,Santa Clara,8,4,95118,1191000,Union Elementary School District,103493
1148,Lietz Elementary School,Santa Clara,7,5,95118,1191000,Union Elementary School District,103493
1149,Branham High School,Santa Clara,9,3,95118,1191000,Campbell Union High School District,78683
1150,Baldwin (Julia) Elementary School,Santa Clara,5,4,95119,1014833.333,Oak Grove Elementary School District,87312
1151,Bernal Intermediate School,Santa Clara,7,4,95119,1014833.333,Oak Grove Elementary School District,87312
1152,Santa Teresa Elementary School,Santa Clara,7,4,95119,1014833.333,Oak Grove Elementary School District,87312
1154,Castillero Middle School,Santa Clara,6,4,95120,1576583.333,San Jose Unified School District,74908
1155,Graystone Elementary School,Santa Clara,8,5,95120,1576583.333,San Jose Unified School District,74908
1156,Bret Harte Middle School,Santa Clara,8,4,95120,1576583.333,San Jose Unified School District,74908
1157,Leland High School,Santa Clara,9,3,95120,1576583.333,San Jose Unified School District,74908
1158,Los Alamitos Elementary School,Santa Clara,8,5,95120,1576583.333,San Jose Unified School District,74908
1159,Simonds Elementary School,Santa Clara,9,4,95120,1576583.333,San Jose Unified School District,74908
1160,Williams Elementary School,Santa Clara,9,4,95120,1576583.333,San Jose Unified School District,74908
1161,Guadalupe Elementary School,Santa Clara,9,4,95120,1576583.333,Union Elementary School District,103493
1162,Silver Creek High School,Santa Clara,9,4,95121,866000,East Side Union High School District,79049
1163,Cadwallader Elementary School,Santa Clara,7,4,95121,866000,Evergreen Elementary School District,98547
1164,Dove Hill Elementary School,Santa Clara,4,4,95121,866000,Evergreen Elementary School District,98547
1165,Laurelwood Elementary School,Santa Clara,5,3,95121,866000,Evergreen Elementary School District,98547
1166,John J. Montgomery Elementary School,Santa Clara,4,4,95121,866000,Evergreen Elementary School District,98547
1167,O. B. Whaley Elementary School,Santa Clara,4,5,95121,866000,Evergreen Elementary School District,98547
1168,Stonegate Elementary School,Santa Clara,5,4,95121,866000,Franklin-Mckinley Elementary School District,58109
1169,Windmill Springs Elementary School,Santa Clara,5,4,95121,866000,Franklin-Mckinley Elementary School District,58109
1170,James Franklin Smith Elementary School,Santa Clara,9,5,95121,866000,Evergreen Elementary School District,98547
1171,Ramblewood Elementary School,Santa Clara,7,5,95121,866000,Franklin-Mckinley Elementary School District,58109
1172,Sylvia Cassell Elementary School,Santa Clara,3,2,95122,734333.3333,Alum Rock Union Elementary School District,57749
1173,A. J. Dorsa Elementary School,Santa Clara,2,4,95122,734333.3333,Alum Rock Union Elementary School District,57749
1174,Clyde L. Fischer Middle School,Santa Clara,2,4,95122,734333.3333,Alum Rock Union Elementary School District,57749
1175,O. S. Hubbard Elementary School,Santa Clara,4,4,95122,734333.3333,Alum Rock Union Elementary School District,57749
1176,Donald J. Meyer Elementary School,Santa Clara,5,3,95122,734333.3333,Alum Rock Union Elementary School District,57749
1178,William C. Overfelt High School,Santa Clara,3,4,95122,734333.3333,East Side Union High School District,79049
1179,Yerba Buena High School,Santa Clara,6,4,95122,734333.3333,East Side Union High School District,79049
1180,George V. Leyva Intermediate School,Santa Clara,4,4,95122,734333.3333,Evergreen Elementary School District,98547
1181,Katherine R. Smith Elementary School,Santa Clara,2,5,95122,734333.3333,Evergreen Elementary School District,98547
1182,Robert F. Kennedy Elementary School,Santa Clara,4,4,95122,734333.3333,Franklin-Mckinley Elementary School District,58109
1183,Jeanne R. Meadows Elementary School,Santa Clara,7,4,95122,734333.3333,Franklin-Mckinley Elementary School District,58109
1184,Santee Elementary School,Santa Clara,3,2,95122,734333.3333,Franklin-Mckinley Elementary School District,58109
1185,Renaissance Academy,Santa Clara,8,5,95122,734333.3333,Alum Rock Union Elementary School District,57749
1188,Oak Grove High School,Santa Clara,6,4,95123,965083.3333,East Side Union High School District,79049
1190,Santa Teresa High School,Santa Clara,9,3,95123,965083.3333,East Side Union High School District,79049
1191,Anderson (Alex) Elementary School,Santa Clara,5,4,95123,965083.3333,Oak Grove Elementary School District,87312
1192,Del Roble Elementary School,Santa Clara,4,4,95123,965083.3333,Oak Grove Elementary School District,87312
1193,Frost (Earl) Elementary School,Santa Clara,5,4,95123,965083.3333,Oak Grove Elementary School District,87312
1194,Glider Elementary School,Santa Clara,6,4,95123,965083.3333,Oak Grove Elementary School District,87312
1195,Herman (Leonard) Intermediate School,Santa Clara,8,4,95123,965083.3333,Oak Grove Elementary School District,87312
1196,Miner (George) Elementary School,Santa Clara,3,3,95123,965083.3333,Oak Grove Elementary School District,87312
1197,Oak Ridge Elementary School,Santa Clara,7,4,95123,965083.3333,Oak Grove Elementary School District,87312
1198,Sakamoto Elementary School,Santa Clara,7,4,95123,965083.3333,Oak Grove Elementary School District,87312
1199,Taylor (Bertha) Elementary School,Santa Clara,7,4,95123,965083.3333,Oak Grove Elementary School District,87312
1200,Allen at Steinbeck School,Santa Clara,5,4,95123,965083.3333,San Jose Unified School District,74908
1204,Leigh High School,Santa Clara,9,3,95124,1347916.667,Campbell Union High School District,78683
1205,Carlton Elementary School,Santa Clara,9,4,95124,1347916.667,Union Elementary School District,103493
1206,Noddin Elementary School,Santa Clara,8,4,95124,1347916.667,Union Elementary School District,103493
1207,Oster Elementary School,Santa Clara,9,4,95124,1347916.667,Union Elementary School District,103493
1208,Union Middle School,Santa Clara,9,4,95124,1347916.667,Union Elementary School District,103493
1211,Booksin Elementary School,Santa Clara,8,4,95125,1407916.667,San Jose Unified School District,74908
1212,Gardner Elementary School,Santa Clara,3,3,95125,1407916.667,San Jose Unified School District,74908
1213,River Glen School,Santa Clara,6,4,95125,1407916.667,San Jose Unified School District,74908
1214,Schallenberger Elementary School,Santa Clara,6,4,95125,1407916.667,San Jose Unified School District,74908
1215,Willow Glen Elementary School,Santa Clara,5,4,95125,1407916.667,San Jose Unified School District,74908
1216,Willow Glen High School,Santa Clara,7,4,95125,1407916.667,San Jose Unified School District,74908
1217,Willow Glen Middle School,Santa Clara,6,3,95125,1407916.667,San Jose Unified School District,74908
1218,Hammer Montessori At Galarza Elementary School,Santa Clara,8,4,95125,1407916.667,San Jose Unified School District,74908
1219,Canoas Elementary School,Santa Clara,5,3,95125,1407916.667,San Jose Unified School District,74908
1220,Ernesto Galarza Elementary School,Santa Clara,2,3,95125,1407916.667,San Jose Unified School District,74908
1221,Herbert Hoover Middle School,Santa Clara,3,3,95126,1086666.667,San Jose Unified School District,74908
1222,Abraham Lincoln High School,Santa Clara,7,5,95126,1086666.667,San Jose Unified School District,74908
1223,Merritt Trace Elementary School,Santa Clara,4,3,95126,1086666.667,San Jose Unified School District,74908
1224,Horace Cureton Elementary School,Santa Clara,4,4,95127,821166.6667,Alum Rock Union Elementary School District,57749
1225,Joseph George Middle School,Santa Clara,3,3,95127,821166.6667,Alum Rock Union Elementary School District,57749
1226,Linda Vista Elementary School,Santa Clara,6,3,95127,821166.6667,Alum Rock Union Elementary School District,57749
1227,Lyndale Elementary School,Santa Clara,5,3,95127,821166.6667,Alum Rock Union Elementary School District,57749
1228,Millard Mccollam Elementary School,Santa Clara,6,5,95127,821166.6667,Alum Rock Union Elementary School District,57749
1229,Thomas P. Ryan Elementary School,Santa Clara,5,4,95127,821166.6667,Alum Rock Union Elementary School District,57749
1230,Toyon Elementary School,Santa Clara,1,3,95127,821166.6667,Berryessa Union Elementary School District,89186
1232,James Lick High School,Santa Clara,5,4,95127,821166.6667,East Side Union High School District,79049
1233,Mt. Pleasant High School,Santa Clara,6,4,95127,821166.6667,East Side Union High School District,79049
1234,Mount Pleasant Elementary School,Santa Clara,3,4,95127,821166.6667,Mount Pleasant Elementary School District,83445
1235,Robert Sanders Elementary School,Santa Clara,2,4,95127,821166.6667,Mount Pleasant Elementary School District,83445
1236,Adelante Dual Language Academy,Santa Clara,6,4,95127,821166.6667,Alum Rock Union Elementary School District,57749
1237,Anthony P. Russo Academy,Santa Clara,4,4,95127,821166.6667,Alum Rock Union Elementary School District,57749
1238,Del Mar High School,Santa Clara,6,4,95128,1165333.333,Campbell Union High School District,78683
1240,Middle College High School,Santa Clara,6,4,95128,1165333.333,San Jose Unified School District,74908
1248,Lynbrook High School,Santa Clara,10,4,95129,1827916.667,Fremont Union High School District,100428
1255,Brooktree Elementary School,Santa Clara,6,4,95131,1081833.333,Berryessa Union Elementary School District,89186
1256,Vinci Park Elementary School,Santa Clara,8,3,95131,1081833.333,Berryessa Union Elementary School District,89186
1257,Orchard Elementary School,Santa Clara,6,4,95131,1081833.333,Orchard Elementary School District,94801
1260,Cherrywood Elementary School,Santa Clara,7,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1261,Laneview Elementary School,Santa Clara,7,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1262,Majestic Way Elementary School,Santa Clara,8,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1263,Morrill Middle School,Santa Clara,7,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1264,Noble Elementary School,Santa Clara,7,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1265,Northwood Elementary School,Santa Clara,9,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1266,Piedmont Middle School,Santa Clara,6,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1267,Ruskin Elementary School,Santa Clara,8,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1268,Sierramont Middle School,Santa Clara,7,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1269,Summerdale Elementary School,Santa Clara,6,4,95132,1165833.333,Berryessa Union Elementary School District,89186
1270,Piedmont Hills High School,Santa Clara,9,4,95132,1165833.333,East Side Union High School District,79049
1272,Ben Painter Elementary School,Santa Clara,3,3,95133,877750,Alum Rock Union Elementary School District,57749
1273,William Sheppard Middle School,Santa Clara,3,3,95133,877750,Alum Rock Union Elementary School District,57749
1274,Independence High School,Santa Clara,7,4,95133,877750,East Side Union High School District,79049
1276,Anne Darling Elementary School,Santa Clara,3,3,95133,877750,San Jose Unified School District,74908
1279,Chaboya Middle School,Santa Clara,9,4,95135,1065666.667,Evergreen Elementary School District,98547
1280,Evergreen Elementary School,Santa Clara,8,4,95135,1065666.667,Evergreen Elementary School District,98547
1281,Tom Matsumoto Elementary School,Santa Clara,9,4,95135,1065666.667,Evergreen Elementary School District,98547
1282,Hayes Elementary School,Santa Clara,6,4,95136,975666.6667,Oak Grove Elementary School District,87312
1283,Parkview Elementary School,Santa Clara,6,4,95136,975666.6667,Oak Grove Elementary School District,87312
1284,Rachel Carson Elementary School,Santa Clara,5,4,95136,975666.6667,San Jose Unified School District,74908
1285,Gunderson High School,Santa Clara,5,4,95136,975666.6667,San Jose Unified School District,74908
1286,Terrell Elementary School,Santa Clara,4,4,95136,975666.6667,San Jose Unified School District,74908
1290,Silver Oak Elementary School,Santa Clara,9,4,95138,1224250,Evergreen Elementary School District,98547
